ALG	DATA SET	PLEN	IT	EJECTIME	NCOM
KMP	SDNA.txt	16	8	0.017578	1313928
KMP	SDNA.txt	16	9	0.017948	1331550
KMP	SDNA.txt	32	0	0.017825	1327406
KMP	SDNA.txt	32	1	0.017486	1312717
KMP	SDNA.txt	32	2	0.017858	1327183
KMP	SDNA.txt	32	3	0.017989	1333280
KMP	SDNA.txt	32	4	0.017867	1326933
KMP	SDNA.txt	32	5	0.017806	1326861
KMP	SDNA.txt	32	6	0.018002	1334184
KMP	SDNA.txt	32	7	0.017828	1327300
KMP	SDNA.txt	32	8	0.018041	1333745
KMP	SDNA.txt	32	9	0.017983	1333165
KMP	SDNA.txt	64	0	0.015745	1249571
KMP	SDNA.txt	64	1	0.017952	1332741
KMP	SDNA.txt	64	2	0.017946	1332093
KMP	SDNA.txt	64	3	0.018021	1333732
KMP	SDNA.txt	64	4	0.017324	1307160
KMP	SDNA.txt	64	5	0.018007	1332569
KMP	SDNA.txt	64	6	0.017940	1331933
KMP	SDNA.txt	64	7	0.017993	1334345
KMP	SDNA.txt	64	8	0.016083	1265744
KMP	SDNA.txt	64	9	0.018033	1333725
KMP	SDNA.txt	128	0	0.016092	1266622
KMP	SDNA.txt	128	1	0.016129	1266050
KMP	SDNA.txt	128	2	0.017519	1314415
KMP	SDNA.txt	128	3	0.016108	1267074
KMP	SDNA.txt	128	4	0.017358	1308378
KMP	SDNA.txt	128	5	0.017867	1327158
KMP	SDNA.txt	128	6	0.018000	1334561
KMP	SDNA.txt	128	7	0.017963	1332845
KMP	SDNA.txt	128	8	0.017978	1333566
KMP	SDNA.txt	128	9	0.017523	1314536
BMH	SDNA.txt	4	0	0.007788	471438
BMH	SDNA.txt	4	1	0.008925	557219
BMH	SDNA.txt	4	2	0.007788	471940
BMH	SDNA.txt	4	3	0.009318	562286
BMH	SDNA.txt	4	4	0.007806	472474
BMH	SDNA.txt	4	5	0.008132	507574
BMH	SDNA.txt	4	6	0.007192	435249
BMH	SDNA.txt	4	7	0.009335	563836
BMH	SDNA.txt	4	8	0.009271	563033
BMH	SDNA.txt	4	9	0.007767	470990
BMH	SDNA.txt	8	0	0.005486	332730
BMH	SDNA.txt	8	1	0.004746	296214
BMH	SDNA.txt	8	2	0.006450	402976
BMH	SDNA.txt	8	3	0.005006	313861
BMH	SDNA.txt	8	4	0.007508	469255
BMH	SDNA.txt	8	5	0.008998	562722
BMH	SDNA.txt	8	6	0.009276	561776
BMH	SDNA.txt	8	7	0.006155	374198
BMH	SDNA.txt	8	8	0.009267	563179
BMH	SDNA.txt	8	9	0.006613	401877
BMH	SDNA.txt	16	0	0.008432	512221
BMH	SDNA.txt	16	1	0.005036	315212
BMH	SDNA.txt	16	2	0.004638	281485
BMH	SDNA.txt	16	3	0.004997	312320
BMH	SDNA.txt	16	4	0.006442	403701
BMH	SDNA.txt	16	5	0.005493	333129
BMH	SDNA.txt	16	6	0.005467	332066
BMH	SDNA.txt	16	7	0.006645	403472
BMH	SDNA.txt	16	8	0.007506	468863
BMH	SDNA.txt	16	9	0.007500	468930
BMH	SDNA.txt	32	0	0.005179	313954
BMH	SDNA.txt	32	1	0.003848	233924
BMH	SDNA.txt	32	2	0.008409	511395
BMH	SDNA.txt	32	3	0.006253	375847
BMH	SDNA.txt	32	4	0.009266	563034
BMH	SDNA.txt	32	5	0.008431	512537
BMH	SDNA.txt	32	6	0.006629	402930
BMH	SDNA.txt	32	7	0.004560	282746
BMH	SDNA.txt	32	8	0.007147	434395
BMH	SDNA.txt	32	9	0.009267	563466
BMH	SDNA.txt	64	0	0.005772	350788
BMH	SDNA.txt	64	1	0.007139	433944
BMH	SDNA.txt	64	2	0.007721	469277
BMH	SDNA.txt	64	3	0.002609	157383
BMH	SDNA.txt	64	4	0.008199	512619
BMH	SDNA.txt	64	5	0.004992	311920
BMH	SDNA.txt	64	6	0.006035	376980
BMH	SDNA.txt	64	7	0.007145	434328
BMH	SDNA.txt	64	8	0.004564	281926
BMH	SDNA.txt	64	9	0.007116	432847
BMH	SDNA.txt	128	0	0.005800	352159
BMH	SDNA.txt	128	1	0.006208	377312
BMH	SDNA.txt	128	2	0.005472	332299
BMH	SDNA.txt	128	3	0.008483	512832
BMH	SDNA.txt	128	4	0.006919	434304
BMH	SDNA.txt	128	5	0.008403	511449
BMH	SDNA.txt	128	6	0.004652	282150
BMH	SDNA.txt	128	7	0.009270	563850
BMH	SDNA.txt	128	8	0.007102	432046
BMH	SDNA.txt	128	9	0.006614	402496
BF	RLNG.txt	4	0	0.013171	1110726
BF	RLNG.txt	4	1	0.011050	1017721
BF	RLNG.txt	4	2	0.011048	1019736
BF	RLNG.txt	4	3	0.014778	1175399
BF	RLNG.txt	4	4	0.011939	1056701
BF	RLNG.txt	4	5	0.012466	1076968
BF	RLNG.txt	4	6	0.011564	1040631
BF	RLNG.txt	4	7	0.011184	1024742
BF	RLNG.txt	4	8	0.012148	1066311
BF	RLNG.txt	4	9	0.011125	1022541
BF	RLNG.txt	8	0	0.014830	1175107
BF	RLNG.txt	8	1	0.011927	1056087
BF	RLNG.txt	8	2	0.013683	1133140
BF	RLNG.txt	8	3	0.012042	1061604
BF	RLNG.txt	8	4	0.011933	1058578
BF	RLNG.txt	8	5	0.013400	1119555
BF	RLNG.txt	8	6	0.012166	1066044
BF	RLNG.txt	8	7	0.011462	1036720
BF	RLNG.txt	8	8	0.010835	1008554
BF	RLNG.txt	8	9	0.012015	1060126
BF	RLNG.txt	16	0	0.011988	1059876
BF	RLNG.txt	16	1	0.013298	1113566
BF	RLNG.txt	16	2	0.011140	1024363
BF	RLNG.txt	16	3	0.011551	1040780
BF	RLNG.txt	16	4	0.013359	1113706
BF	RLNG.txt	16	5	0.012408	1076050
BF	RLNG.txt	16	6	0.011547	1035902
BF	RLNG.txt	16	7	0.012330	1073708
BF	RLNG.txt	16	8	0.012509	1081564
BF	RLNG.txt	16	9	0.011015	1016170
BF	RLNG.txt	32	0	0.013280	1114977
BF	RLNG.txt	32	1	0.014509	1166657
BF	RLNG.txt	32	2	0.013253	1113306
BF	RLNG.txt	32	3	0.012342	1072677
BF	RLNG.txt	32	4	0.014781	1173302
BF	RLNG.txt	32	5	0.011027	1018839
BF	RLNG.txt	32	6	0.014848	1180367
BF	RLNG.txt	32	7	0.012014	1058104
BF	RLNG.txt	32	8	0.012239	1068977
BF	RLNG.txt	32	9	0.012406	1075796
BF	RLNG.txt	64	0	0.011417	1035014
BF	RLNG.txt	64	1	0.011942	1056567
BF	RLNG.txt	64	2	0.010970	1016824
BF	RLNG.txt	64	3	0.012040	1058526
BF	RLNG.txt	64	4	0.011430	1036087
BF	RLNG.txt	64	5	0.011399	1034860
BF	RLNG.txt	64	6	0.013030	1100862
BF	RLNG.txt	64	7	0.011162	1024057
BF	RLNG.txt	64	8	0.012692	1088117
BF	RLNG.txt	64	9	0.011972	1058129
BF	RLNG.txt	128	0	0.012399	1074976
BF	RLNG.txt	128	1	0.013454	1123054
BF	RLNG.txt	128	2	0.014697	1174771
BF	RLNG.txt	128	3	0.011924	1055808
BF	RLNG.txt	128	4	0.012362	1076362
BF	RLNG.txt	128	5	0.014723	1174940
BF	RLNG.txt	128	6	0.012126	1063804
BF	RLNG.txt	128	7	0.013389	1119392
BF	RLNG.txt	128	8	0.011922	1055432
BF	RLNG.txt	128	9	0.011233	1024875
KMP	RLNG.txt	4	0	0.015409	1271655
KMP	RLNG.txt	4	1	0.010172	1024778
KMP	RLNG.txt	4	2	0.011449	1077434
KMP	RLNG.txt	4	3	0.012417	1122866
KMP	RLNG.txt	4	4	0.013644	1169221
KMP	RLNG.txt	4	5	0.012544	1121935
KMP	RLNG.txt	4	6	0.013708	1175598
KMP	RLNG.txt	4	7	0.011724	1088345
KMP	RLNG.txt	4	8	0.010189	1027167
KMP	RLNG.txt	4	9	0.010964	1059795
KMP	RLNG.txt	8	0	0.009663	1002110
KMP	RLNG.txt	8	1	0.010155	1023396
KMP	RLNG.txt	8	2	0.010198	1025018
KMP	RLNG.txt	8	3	0.011541	1081760
KMP	RLNG.txt	8	4	0.013606	1167548
KMP	RLNG.txt	8	5	0.013281	1147979
KMP	RLNG.txt	8	6	0.013691	1171547
KMP	RLNG.txt	8	7	0.010630	1041028
KMP	RLNG.txt	8	8	0.012150	1109854
KMP	RLNG.txt	8	9	0.011820	1096642
KMP	RLNG.txt	16	0	0.011538	1083910
KMP	RLNG.txt	16	1	0.011185	1069432
KMP	RLNG.txt	16	2	0.013289	1146448
KMP	RLNG.txt	16	3	0.010738	1040791
KMP	RLNG.txt	16	4	0.011335	1070656
KMP	RLNG.txt	16	5	0.013287	1145639
KMP	RLNG.txt	16	6	0.011540	1081822
KMP	RLNG.txt	16	7	0.011512	1077917
KMP	RLNG.txt	16	8	0.011990	1097085
KMP	RLNG.txt	16	9	0.011086	1066239
KMP	RLNG.txt	32	0	0.011988	1100879
KMP	RLNG.txt	32	1	0.013550	1167023
KMP	RLNG.txt	32	2	0.011213	1070079
KMP	RLNG.txt	32	3	0.011066	1060780
KMP	RLNG.txt	32	4	0.010515	1035334
KMP	RLNG.txt	32	5	0.010198	1025347
KMP	RLNG.txt	32	6	0.011678	1087955
KMP	RLNG.txt	32	7	0.013617	1166580
KMP	RLNG.txt	32	8	0.010920	1056595
KMP	RLNG.txt	32	9	0.010817	1053095
KMP	RLNG.txt	64	0	0.011026	1056606
KMP	RLNG.txt	64	1	0.009879	1010809
KMP	RLNG.txt	64	2	0.011016	1059398
KMP	RLNG.txt	64	3	0.011052	1057615
KMP	RLNG.txt	64	4	0.010229	1025601
KMP	RLNG.txt	64	5	0.011606	1083943
KMP	RLNG.txt	64	6	0.011328	1072166
KMP	RLNG.txt	64	7	0.012248	1111284
KMP	RLNG.txt	64	8	0.010038	1016165
KMP	RLNG.txt	64	9	0.013280	1145917
KMP	RLNG.txt	128	0	0.009972	1013989
KMP	RLNG.txt	128	1	0.011130	1066716
KMP	RLNG.txt	128	2	0.010086	1016044
KMP	RLNG.txt	128	3	0.010256	1025713
KMP	RLNG.txt	128	4	0.010329	1028006
KMP	RLNG.txt	128	5	0.011337	1071122
KMP	RLNG.txt	128	6	0.011273	1067132
KMP	RLNG.txt	128	7	0.010116	1020248
KMP	RLNG.txt	128	8	0.011736	1088406
KMP	RLNG.txt	128	9	0.011815	1096819
BMH	RLNG.txt	4	0	0.005146	338218
BMH	RLNG.txt	4	1	0.005458	348639
BMH	RLNG.txt	4	2	0.004119	293986
BMH	RLNG.txt	4	3	0.005348	348390
BMH	RLNG.txt	4	4	0.003941	284690
BMH	RLNG.txt	4	5	0.006255	393310
BMH	RLNG.txt	4	6	0.004159	311830
BMH	RLNG.txt	4	7	0.004994	338167
BMH	RLNG.txt	4	8	0.004330	304610
BMH	RLNG.txt	4	9	0.003788	279507
BMH	RLNG.txt	8	0	0.002602	182886
BMH	RLNG.txt	8	1	0.002228	166646
BMH	RLNG.txt	8	2	0.002437	173093
BMH	RLNG.txt	8	3	0.002423	176875
BMH	RLNG.txt	8	4	0.003738	232554
BMH	RLNG.txt	8	5	0.002089	157755
BMH	RLNG.txt	8	6	0.002773	197928
BMH	RLNG.txt	8	7	0.003623	225089
BMH	RLNG.txt	8	8	0.002375	172118
BMH	RLNG.txt	8	9	0.002438	177290
BMH	RLNG.txt	16	0	0.001660	114860
BMH	RLNG.txt	16	1	0.001653	110148
BMH	RLNG.txt	16	2	0.001504	109009
BMH	RLNG.txt	16	3	0.001553	114024
BMH	RLNG.txt	16	4	0.001693	111545
BMH	RLNG.txt	16	5	0.001960	129476
BMH	RLNG.txt	16	6	0.001682	113342
BMH	RLNG.txt	16	7	0.001523	110644
BMH	RLNG.txt	16	8	0.001946	126155
BMH	RLNG.txt	16	9	0.002107	137587
BMH	RLNG.txt	32	0	0.001355	87252
BMH	RLNG.txt	32	1	0.001519	96668
BMH	RLNG.txt	32	2	0.001300	90318
BMH	RLNG.txt	32	3	0.001353	86444
BMH	RLNG.txt	32	4	0.001137	78353
BMH	RLNG.txt	32	5	0.001035	74080
BMH	RLNG.txt	32	6	0.001099	80058
BMH	RLNG.txt	32	7	0.001169	81211
BMH	RLNG.txt	32	8	0.001769	108042
BMH	RLNG.txt	32	9	0.001128	80793
BMH	RLNG.txt	64	0	0.000989	70116
BMH	RLNG.txt	64	1	0.000948	62779
BMH	RLNG.txt	64	2	0.000697	49944
BMH	RLNG.txt	64	3	0.001166	80611
BMH	RLNG.txt	64	4	0.000711	51732
BMH	RLNG.txt	64	5	0.001063	72043
BMH	RLNG.txt	64	6	0.001138	74084
BMH	RLNG.txt	64	7	0.001047	68784
BMH	RLNG.txt	64	8	0.000666	46767
BMH	RLNG.txt	64	9	0.001515	91760
BMH	RLNG.txt	128	0	0.000645	44251
BMH	RLNG.txt	128	1	0.000774	48741
BMH	RLNG.txt	128	2	0.000689	49330
BMH	RLNG.txt	128	3	0.001093	66455
BMH	RLNG.txt	128	4	0.000988	68101
BMH	RLNG.txt	128	5	0.001033	65662
BMH	RLNG.txt	128	6	0.000657	46473
BMH	RLNG.txt	128	7	0.000773	50441
BMH	RLNG.txt	128	8	0.000690	49999
BMH	RLNG.txt	128	9	0.000946	57399
BF	SLNG.txt	4	0	0.014893	1188918
BF	SLNG.txt	4	1	0.014832	1185161
BF	SLNG.txt	4	2	0.015678	1209481
BF	SLNG.txt	4	3	0.014872	1186327
BF	SLNG.txt	4	4	0.015401	1204173
BF	SLNG.txt	4	5	0.011619	1043045
BF	SLNG.txt	4	6	0.012120	1063469
BF	SLNG.txt	4	7	0.012180	1065185
BF	SLNG.txt	4	8	0.014889	1186709
BF	SLNG.txt	4	9	0.012488	1078443
BF	SLNG.txt	8	0	0.011194	1025583
BF	SLNG.txt	8	1	0.012494	1080184
BF	SLNG.txt	8	2	0.012351	1071404
BF	SLNG.txt	8	3	0.013374	1118283
BF	SLNG.txt	8	4	0.012819	1092881
BF	SLNG.txt	8	5	0.015173	1195070
BF	SLNG.txt	8	6	0.012658	1088779
BF	SLNG.txt	8	7	0.014932	1185147
BF	SLNG.txt	8	8	0.013216	1111408
BF	SLNG.txt	8	9	0.012090	1061291
BF	SLNG.txt	16	0	0.011058	1019915
BF	SLNG.txt	16	1	0.011840	1052179
BF	SLNG.txt	16	2	0.015296	1197312
BF	SLNG.txt	16	3	0.015103	1193799
BF	SLNG.txt	16	4	0.012366	1071688
BF	SLNG.txt	16	5	0.012373	1070387
BF	SLNG.txt	16	6	0.013068	1106155
BF	SLNG.txt	16	7	0.012834	1093773
BF	SLNG.txt	16	8	0.012253	1069191
BF	SLNG.txt	16	9	0.013330	1116347
BF	SLNG.txt	32	0	0.011623	1042039
BF	SLNG.txt	32	1	0.012117	1064896
BF	SLNG.txt	32	2	0.016101	1250145
BF	SLNG.txt	32	3	0.014924	1185282
BF	SLNG.txt	32	4	0.012975	1100186
BF	SLNG.txt	32	5	0.013269	1114384
BF	SLNG.txt	32	6	0.012061	1061608
BF	SLNG.txt	32	7	0.016111	1250736
BF	SLNG.txt	32	8	0.013257	1111190
BF	SLNG.txt	32	9	0.011211	1026148
BF	SLNG.txt	64	0	0.013033	1105744
BF	SLNG.txt	64	1	0.012301	1071452
BF	SLNG.txt	64	2	0.014827	1182905
BF	SLNG.txt	64	3	0.012048	1061236
BF	SLNG.txt	64	4	0.015240	1197241
BF	SLNG.txt	64	5	0.012042	1062389
BF	SLNG.txt	64	6	0.012287	1070747
BF	SLNG.txt	64	7	0.011124	1022391
BF	SLNG.txt	64	8	0.010987	1016929
BF	SLNG.txt	64	9	0.011791	1050483
BF	SLNG.txt	128	0	0.011966	1057699
BF	SLNG.txt	128	1	0.013471	1121755
BF	SLNG.txt	128	2	0.012112	1062301
BF	SLNG.txt	128	3	0.013287	1111064
BF	SLNG.txt	128	4	0.015049	1197987
BF	SLNG.txt	128	5	0.013277	1113583
BF	SLNG.txt	128	6	0.012184	1067807
BF	SLNG.txt	128	7	0.014731	1179052
BF	SLNG.txt	128	8	0.011486	1037301
BF	SLNG.txt	128	9	0.012240	1070375
KMP	SLNG.txt	4	0	0.010251	1027435
KMP	SLNG.txt	4	1	0.011090	1064573
KMP	SLNG.txt	4	2	0.011329	1067755
KMP	SLNG.txt	4	3	0.014823	1228457
KMP	SLNG.txt	4	4	0.011006	1061341
KMP	SLNG.txt	4	5	0.011112	1064358
KMP	SLNG.txt	4	6	0.011110	1062103
KMP	SLNG.txt	4	7	0.010955	1059221
KMP	SLNG.txt	4	8	0.013915	1184015
KMP	SLNG.txt	4	9	0.011400	1078649
KMP	SLNG.txt	8	0	0.013120	1139237
KMP	SLNG.txt	8	1	0.010301	1025114
KMP	SLNG.txt	8	2	0.010179	1024700
KMP	SLNG.txt	8	3	0.010214	1026064
KMP	SLNG.txt	8	4	0.011403	1075698
KMP	SLNG.txt	8	5	0.012002	1101423
KMP	SLNG.txt	8	6	0.011242	1072899
KMP	SLNG.txt	8	7	0.011974	1099811
KMP	SLNG.txt	8	8	0.010106	1021886
KMP	SLNG.txt	8	9	0.010105	1021558
KMP	SLNG.txt	16	0	0.013748	1175637
KMP	SLNG.txt	16	1	0.014300	1195805
KMP	SLNG.txt	16	2	0.011193	1070559
KMP	SLNG.txt	16	3	0.014803	1228625
KMP	SLNG.txt	16	4	0.011873	1093550
KMP	SLNG.txt	16	5	0.015007	1239634
KMP	SLNG.txt	16	6	0.011069	1064170
KMP	SLNG.txt	16	7	0.014120	1190171
KMP	SLNG.txt	16	8	0.011122	1063867
KMP	SLNG.txt	16	9	0.010794	1052157
KMP	SLNG.txt	32	0	0.011252	1068601
KMP	SLNG.txt	32	1	0.014354	1198100
KMP	SLNG.txt	32	2	0.011394	1077461
KMP	SLNG.txt	32	3	0.011002	1059263
KMP	SLNG.txt	32	4	0.010963	1059354
KMP	SLNG.txt	32	5	0.014747	1224800
KMP	SLNG.txt	32	6	0.010985	1058429
KMP	SLNG.txt	32	7	0.013697	1176221
KMP	SLNG.txt	32	8	0.011164	1067166
KMP	SLNG.txt	32	9	0.011401	1072317
KMP	SLNG.txt	64	0	0.011090	1059079
KMP	SLNG.txt	64	1	0.010192	1021770
KMP	SLNG.txt	64	2	0.010156	1022447
KMP	SLNG.txt	64	3	0.011363	1071974
KMP	SLNG.txt	64	4	0.013859	1181192
KMP	SLNG.txt	64	5	0.011469	1072716
KMP	SLNG.txt	64	6	0.013906	1183134
KMP	SLNG.txt	64	7	0.011593	1082584
KMP	SLNG.txt	64	8	0.011320	1069414
KMP	SLNG.txt	64	9	0.009676	1002406
KMP	SLNG.txt	128	0	0.012006	1100052
KMP	SLNG.txt	128	1	0.013765	1178193
KMP	SLNG.txt	128	2	0.011031	1058206
KMP	SLNG.txt	128	3	0.011457	1079924
KMP	SLNG.txt	128	4	0.012330	1111811
KMP	SLNG.txt	128	5	0.009692	1002562
KMP	SLNG.txt	128	6	0.013177	1141621
KMP	SLNG.txt	128	7	0.010612	1037936
KMP	SLNG.txt	128	8	0.010871	1052217
KMP	SLNG.txt	128	9	0.014189	1194000
BMH	SLNG.txt	4	0	0.003935	288274
BMH	SLNG.txt	4	1	0.004397	314855
BMH	SLNG.txt	4	2	0.005384	360542
BMH	SLNG.txt	4	3	0.004323	304833
BMH	SLNG.txt	4	4	0.004821	335414
BMH	SLNG.txt	4	5	0.004233	316358
BMH	SLNG.txt	4	6	0.004403	307910
BMH	SLNG.txt	4	7	0.004453	314758
BMH	SLNG.txt	4	8	0.004130	309728
BMH	SLNG.txt	4	9	0.004471	316012
BMH	SLNG.txt	8	0	0.004087	253654
BMH	SLNG.txt	8	1	0.002235	158879
BMH	SLNG.txt	8	2	0.003296	208873
BMH	SLNG.txt	8	3	0.003153	210342
BMH	SLNG.txt	8	4	0.002728	176653
BMH	SLNG.txt	8	5	0.003290	215415
BMH	SLNG.txt	8	6	0.003604	224223
BMH	SLNG.txt	8	7	0.002979	198572
BMH	SLNG.txt	8	8	0.003568	224411
BMH	SLNG.txt	8	9	0.002837	184460
BMH	SLNG.txt	16	0	0.002096	136524
BMH	SLNG.txt	16	1	0.001661	120007
BMH	SLNG.txt	16	2	0.001646	114491
BMH	SLNG.txt	16	3	0.001917	124085
BMH	SLNG.txt	16	4	0.001497	109313
BMH	SLNG.txt	16	5	0.001794	119514
BMH	SLNG.txt	16	6	0.001620	115076
BMH	SLNG.txt	16	7	0.001549	112561
BMH	SLNG.txt	16	8	0.001670	123004
BMH	SLNG.txt	16	9	0.001980	132930
BMH	SLNG.txt	32	0	0.000883	65174
BMH	SLNG.txt	32	1	0.000976	68582
BMH	SLNG.txt	32	2	0.001520	94133
BMH	SLNG.txt	32	3	0.001529	93988
BMH	SLNG.txt	32	4	0.000912	67504
BMH	SLNG.txt	32	5	0.000941	68668
BMH	SLNG.txt	32	6	0.000891	66582
BMH	SLNG.txt	32	7	0.001592	99509
BMH	SLNG.txt	32	8	0.001212	82031
BMH	SLNG.txt	32	9	0.000987	73365
BMH	SLNG.txt	64	0	0.000835	58886
BMH	SLNG.txt	64	1	0.000861	57608
BMH	SLNG.txt	64	2	0.000932	58680
BMH	SLNG.txt	64	3	0.000718	49641
BMH	SLNG.txt	64	4	0.000898	62783
BMH	SLNG.txt	64	5	0.000726	51308
BMH	SLNG.txt	64	6	0.001116	68678
BMH	SLNG.txt	64	7	0.000750	54621
BMH	SLNG.txt	64	8	0.000878	62916
BMH	SLNG.txt	64	9	0.000783	55606
BMH	SLNG.txt	128	0	0.000726	47731
BMH	SLNG.txt	128	1	0.000897	63454
BMH	SLNG.txt	128	2	0.000833	53008
BMH	SLNG.txt	128	3	0.000735	50634
BMH	SLNG.txt	128	4	0.000861	57486
BMH	SLNG.txt	128	5	0.000825	55132
BMH	SLNG.txt	128	6	0.000822	56793
BMH	SLNG.txt	128	7	0.000697	47442
BMH	SLNG.txt	128	8	0.000898	58816
BMH	SLNG.txt	128	9	0.000847	58587
